Model,MIG
1,0.32008894456604575
1,0.2280322186263488
1,0.3185901504426881
1,0.2489637817478158
1,0.13099983419858827
1,0.4615512545144262
1,0.2817555622957289
1,0.25784355295747546
1,0.1931651445609781
1,0.18056184728385744
1,0.2080124233625126
1,0.3244054435156685
1,0.2205095098422116
1,0.29739883114662147
1,0.2717575473407202
1,0.10888886514506133
1,0.1664596852748671
1,0.06922104593962292
1,0.39881083084701174
1,0.2819063283947191
1,0.33983654458458934
1,0.3856931233003665
1,0.4048645659965598
1,0.32062771279808816
1,0.13339768596343454
1,0.1333855731171918
1,0.19935294523448369
1,0.09923213699101573
1,0.08939516004700959
1,0.23296045567918072
1,0.2932990115393822
1,0.3894229140467207
1,0.11206825814806558
1,0.18821731235870942
1,0.15626585276478214
1,0.09568460454633346
1,0.11731087245908398
1,0.32839649567899415
1,0.12651372607364428
1,0.28913697555115286
1,0.21503522007304238
1,0.3089033740149785
1,0.1917441618883814
1,0.08373869677321233
1,0.5077081839461098
1,0.33071679924653685
1,0.28192446018681727
1,0.07485364109564868
1,0.2865786506437122
1,0.13924754830529315
1,0.11216810511709548
1,0.11796187369322829
1,0.20726061522853045
1,0.262303610074104
1,0.217250825982961
1,0.1787197118116376
1,0.176103121284019
1,0.24862939588610597
1,0.19895456282052176
1,0.1279995806786719
1,0.23406808369450585
1,0.25429130698012714
1,0.30530008708534123
1,0.2509691250681928
1,0.21945363845831312
1,0.2953144355029944
1,0.2614378219230807
1,0.19678779959979958
1,0.1291617218610953
1,0.17877654841397497
1,0.05159204003771674
1,0.3225463966115625
1,0.48341994324699783
1,0.11102403933586996
1,0.10084063394320061
1,0.1930722146121101
1,0.06464771589782559
1,0.19526364905220867
1,0.2721663397344522
1,0.2202697438570205
1,0.23974390666399642
1,0.23182785507377437
1,0.40025447292793603
1,0.19037409306568584
1,0.12452924534508727
1,0.1521969396638429
1,0.13749139494844886
1,0.2375640799034941
1,0.07783848648535643
1,0.1790593469788186
1,0.07609238165356245
1,0.2232938279649594
1,0.28579512711780064
1,0.1736803641130218
1,0.12153157462972086
1,0.21579152833332108
1,0.22361634528190194
1,0.1701378912652302
1,0.1469057718501963
1,0.4602438864465646
1,0.370729659245006
1,0.20520286941646484
1,0.10880705915597502
1,0.3945498074762733
1,0.24882866792268554
1,0.18578059638833166
1,0.2445244890813937
1,0.13141141650694527
1,0.24587370187669602
1,0.4926106766769002
1,0.197337832472059
1,0.10563083192254119
1,0.04682789990814984
1,0.21046464930182568
1,0.13578025017951703
1,0.452351217253294
1,0.20354580811281955
1,0.20729267799661016
1,0.13263554851306725
1,0.2318667039727546
2,0.11473426450802635
2,0.24232919929217023
2,0.07716225353912823
2,0.06627527379932421
2,0.07136943111978077
2,0.05465756040274337
2,0.10937603570794785
2,0.2135171619640863
2,0.06546618941042473
2,0.047049426395192946
2,0.04694954935095283
2,0.1153357545741398
2,0.1399929698764118
2,0.028829278360431816
2,0.04749981939360845
2,0.15925822190635894
2,0.03512823542374872
2,0.0671099993083872
2,0.054046123836623876
2,0.0668877038097064
2,0.20057130277803298
2,0.07657921180873979
2,0.06713587965133054
2,0.06683640133780124
2,0.06108233002648187
2,0.09655306200692171
2,0.04589676622267912
2,0.009929554158669723
2,0.08208508723034283
2,0.08169202276172698
2,0.10431521777372132
2,0.07619101369721054
2,0.017954809178821494
2,0.04993411143575443
2,0.11993610314405732
2,0.1602931854987288
2,0.05879273212033988
2,0.06048375685625542
2,0.05552548358657108
2,0.021744682322152674
2,0.007595862534694242
2,0.05108707170780765
2,0.04056447932723329
2,0.05918771543433224
2,0.12807814504885082
2,0.05276482864117364
2,0.13040532341503416
2,0.05458422748230137
2,0.22650323528007335
2,0.03590653474260236
2,0.09281554344674166
2,0.20983880483284786
